@relation 'recommendations-weka.filters.unsupervised.attribute.StringToWordVector-R1-W1000-prune-rate-1.0-C-T-I-N1-L-stemmerweka.core.stemmers.SnowballStemmer -S english-stopwords-handlerweka.core.stopwords.WordsFromFile -stopwords /home/samuel/Desktop/TextMining-DevOpsEducation/englishStopWords.txt-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \".,;:’”()?!/ -_><&#\"-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.244properti-0.244extern-0.244file-0.244fine-0.244grain... numeric
@attribute -0.276simul-0.276iter-0.276specif-0.276implement-0.276busi... numeric
@attribute 0.281product+0.252attribut+0.252review+0.252materi+0.252clarifi... numeric
@attribute 0.289op+0.219se+0.219address+0.219typic+0.219earli... numeric
@attribute 0.226impos+0.226innov+0.226priori+0.226cumbersom+0.226chang... numeric
@attribute -0.285stop-0.285identifi-0.285consum-0.285abl-0.285architect... numeric
@attribute 0.236remedi+0.236amazon+0.236comput+0.236aw+0.236high... numeric
@attribute -0.295member-0.295code-0.295alecc-0.295result-0.295individu... numeric
@attribute -0.282base-0.276tradit-0.21prove-0.21transfer-0.198tutor... numeric
@attribute 0.304aspect+0.304exam+0.304emphasis+0.304mayb+0.304give... numeric
@attribute 0.242togeth+0.242pillar+0.242earlier+0.242principl+0.242realiz... numeric
@attribute -0.238realiz-0.238principl-0.238pillar-0.238togeth-0.238appli... numeric
@attribute -0.211method-0.187problem-0.174virtual-0.167realist-0.167perform... numeric
@attribute -0.307manual-0.307reduc-0.307load-0.307alecss-0.307detect... numeric
@attribute -0.184process+0.157analysi-0.138devis-0.138encourag-0.138communic... numeric
@attribute 0.179virtual+0.174realist+0.174perform+0.174program+0.172context... numeric
@attribute -0.168set+0.159analysi-0.151instructor-0.148integr+0.131virtual... numeric
@attribute -0.146team+0.142present+0.138analysi+0.132set-0.131cross... numeric
@attribute 0.204interrel+0.204side+0.204strengthen+0.204oper+0.204efficaci... numeric
@attribute -0.194pedagog-0.171experi-0.171higher-0.171author-0.171multidisciplinari... numeric
@attribute -0.273verif-0.273evolv-0.273runtim-0.252techniqu-0.232valid... numeric
@attribute -0.221philosophi-0.191deriv-0.191curricula-0.191build-0.191backbon... numeric
@attribute '0.164becaus+0.16 pedagog+0.159written+0.159asynchron+0.153server...' numeric
@attribute 0.198cross+0.179workflow+0.179function+0.179minim-0.167dure... numeric
@attribute -0.213direct-0.213talk-0.213site-0.213peopl-0.189technic... numeric
@attribute 0.212site+0.212peopl+0.212direct+0.212talk+0.204attent... numeric
@attribute '0.19 includ+0.19 common+0.19 paramount+0.169establish+0.157train...' numeric
@attribute 0.201learner+0.201applic+0.201suitabl+0.201serv+0.175pipelin... numeric
@attribute '0.214server+0.173setup+0.16 consecut+0.16 straightforward+0.16 run...' numeric
@attribute -0.155industri-0.155instructor-0.145visual-0.145preexist-0.145understand... numeric
@attribute -0.2tas-0.2report-0.2generat-0.187provid-0.146time... numeric
@attribute 0.194approach+0.164subject+0.164pbl+0.164tackl+0.155architectur... numeric
@attribute 0.184turn+0.178choos+0.178led+0.178docker-0.15therefor... numeric
@attribute -0.223atmospher-0.223trust-0.223easygo-0.223creat-0.169teacher... numeric
@attribute -0.174trust-0.174atmospher-0.174creat-0.174easygo-0.164visual... numeric
@attribute -0.206questionnair-0.206insight-0.206decid-0.206uncov+0.141understand... numeric
@attribute 0.209iac+0.209ci+0.209cd+0.186autom+0.175cover... numeric
@attribute -0.201insight-0.201questionnair-0.201uncov-0.201decid-0.158week... numeric
@attribute -0.191run-0.191consecut-0.191straightforward+0.183insight+0.183decid... numeric
@attribute 0.213signific+0.213script+0.213repositori+0.213save-0.184cd... numeric
@attribute -0.214week-0.214hour-0.214summer-0.214125+0.151automat... numeric
@attribute -0.166befor-0.159start-0.159themselv+0.158descript-0.15trust... numeric
@attribute -0.209beginn-0.209metric-0.189control+0.164focus-0.162monitor... numeric
@attribute '-0.2factor-0.2key-0.2releas+0.186object+0.17 architectur...' numeric
@attribute -0.202factor-0.202key-0.202releas-0.201object-0.177themselv... numeric
@attribute 0.267make+0.208center+0.208revis+0.199option+0.199motiv... numeric
@attribute -0.233collect-0.233demand-0.233facilit+0.199good+0.199“small... numeric
@attribute 0.199skill+0.184focus-0.165met-0.16object+0.154hybrid... numeric
@attribute 0.206skill-0.195step-0.195good-0.195“small-0.174demand... numeric
@attribute 0.313“small+0.313good+0.313step+0.194practic-0.174audienc... numeric
@attribute -0.31theori-0.31adapt-0.31algorithm+0.215themselv+0.215start... numeric
@attribute 0.272explain+0.272valu+0.272scratch-0.252describ-0.252fundament... numeric
@attribute 0.253coupl+0.253complement+0.188curriculum-0.176audienc-0.167style... numeric
@attribute 0.245concept-0.238prerequisit-0.238deliv+0.238valu+0.238scratch... numeric
@attribute -0.173detail+0.167focus+0.157ambassador+0.157primari+0.157object... numeric
@attribute 0.201frontal-0.186share+0.185univers-0.177assign-0.173concept... numeric
@attribute '0.232achiev+0.232motiv+0.232option+0.2  detail-0.178interact...' numeric
@attribute 0.391swebok+0.391taxonomi+0.391bloom-0.194consist-0.164effect... numeric
@attribute -0.339swebok-0.339bloom-0.339taxonomi+0.184center+0.184revis... numeric
@attribute 0.279improv+0.231test+0.199deliveri-0.164meant-0.164simpl... numeric
@attribute -0.206bring-0.206tri-0.184partner-0.183taxonomi-0.183swebok... numeric
@attribute '-0.37ambassador-0.37primari+0.296clear-0.248educ+0.22 met...' numeric
@attribute -0.339amount-0.339note+0.238independ+0.238lead+0.238class... numeric
@attribute 0.294precheck+0.294submiss-0.207advanc+0.196note+0.196amount... numeric
@attribute -0.276improv-0.226test-0.208bring-0.208tri+0.197univers... numeric
@attribute 0.282driven-0.231meant-0.231simpl+0.226person-0.199easi... numeric
@attribute -0.297everi-0.281connect+0.177descript+0.172met+0.167meant... numeric
@attribute -0.418jenkin-0.295progress-0.266monitor-0.226teacher+0.168paper... numeric
@attribute -0.285mix-0.283theoret+0.211jenkin+0.199illustr+0.199onli... numeric
@attribute -0.332refer-0.332paper+0.308meant+0.308simpl+0.244driven... numeric
@attribute 0.428outlin+0.428hybrid-0.275deliv-0.275prerequisit-0.215special... numeric
@attribute 0.354driven+0.316easi+0.279assist+0.244person-0.2group... numeric
@attribute 0.504engag+0.504favour-0.284center-0.284revis-0.217paper... numeric
@attribute theme {assessment,'classes preparation',curriculum,'devops concepts','environment setup',pedagogy,tools}

@data
{0 0.495689,1 0.333247,2 -0.474872,3 -0.584416,4 -0.038915,5 0.138996,6 -0.175098,7 0.008346,8 0.640485,9 -0.095474,10 -0.031708,11 0.097534,12 0.549189,13 0.006628,14 1.406981,15 -0.340746,16 -0.251794,17 -1.053847,18 -0.154225,19 -0.764962,20 0.203066,21 0.300151,22 -0.348968,23 0.318076,24 0.196457,25 -0.696151,26 -0.295677,27 -0.316062,28 -0.091197,29 0.531323,30 -0.855986,31 -0.685712,32 -1.660939,33 -0.932879,34 -0.415252,35 0.65586,36 0.047603,37 0.326621,38 0.05868,39 0.540802,40 0.27372,41 -0.383382,42 0.179674,43 0.602151,44 0.894666,45 0.800416,46 -0.378468,47 -0.110215,48 -0.203415,49 0.584667,50 0.42309,51 -0.3022,52 -0.390509,53 -0.344764,54 -2.427358,55 -0.876993,56 -0.916446,57 1.482532,58 1.549463,59 1.118365,60 1.449566,61 1.064334,62 1.923245,63 3.157066,64 -0.250891,65 1.278881,66 -1.145758,67 1.05386,68 0.372163,69 0.798788,70 0.573476,71 -3.774105,72 -0.194276,73 pedagogy}
{0 0.404117,1 0.158349,2 -0.574893,3 -0.515489,4 -0.044022,5 0.256549,6 -0.242116,7 0.097458,8 1.133113,9 -0.664314,10 0.274833,11 0.19529,12 0.676365,13 -0.205652,14 0.256479,15 -0.808168,16 -0.521447,17 0.65658,18 -1.150203,19 -0.094196,20 -0.37106,21 -1.365942,22 1.236008,23 0.938274,24 0.937574,25 -0.053445,26 0.740193,27 -0.562399,28 -0.094734,29 -0.428311,30 -0.65238,31 -0.867152,32 -1.280873,33 -0.846165,34 -1.099,35 0.262336,36 -1.11277,37 0.225132,38 1.060608,39 1.129607,40 -0.838439,41 1.289592,42 0.661101,43 -0.318253,44 0.342805,45 3.69698,46 -1.511285,47 -0.232248,48 -0.010094,49 -0.190614,50 -0.029011,51 1.052576,52 -2.24413,53 0.24282,54 -3.107899,55 4.25634,56 -5.08496,57 -0.303748,58 0.358843,59 -1.976697,60 0.574652,61 0.05203,62 0.974038,63 -1.651467,64 0.377714,65 -0.354312,66 0.001428,67 0.172642,68 -0.101457,69 -0.930978,70 -0.349036,71 1.065966,72 10.685528,73 pedagogy}
{0 0.745399,1 1.118745,2 2.071774,3 1.152723,4 -2.019792,5 0.538062,6 0.33234,7 0.635729,8 -1.159967,9 -2.179645,10 -2.497001,11 2.930206,12 -10.382375,13 2.164869,14 -5.30363,15 10.145231,16 5.15486,17 -1.497543,18 -2.371955,19 -6.195329,20 3.964372,21 -0.267323,22 -0.691907,23 3.460526,24 1.570012,25 2.280617,26 4.107184,27 0.499981,28 -1.639627,29 1.165726,30 -1.713366,31 1.04932,32 -5.152191,33 1.84738,34 -0.714248,35 -1.029311,36 1.949917,37 -2.140439,38 0.161443,39 -0.376932,40 -1.640691,41 -0.890729,42 3.282944,43 1.824623,44 -3.386777,45 0.347319,46 -0.775796,47 1.75261,48 -0.414836,49 1.479082,50 -1.776572,51 1.096146,52 0.553277,53 -0.480608,54 0.526131,55 0.101055,56 -0.274676,57 -0.120738,58 0.206969,59 0.16711,60 -0.209498,61 0.425251,62 -0.070075,63 0.301027,64 -0.2889,65 0.498151,66 -0.082351,67 -0.366094,68 0.611706,69 -0.202428,70 0.058741,71 0.258061,72 0.036602,73 pedagogy}
{0 0.741983,1 1.028644,2 -0.813552,3 0.853032,4 -1.178996,5 0.150237,6 -0.723417,7 -0.472491,8 -1.100923,9 -1.038722,10 2.488327,11 0.756443,12 0.7798,13 2.683592,14 1.469898,15 1.125087,16 -1.251731,17 -5.699006,18 -0.269104,19 2.512156,20 -2.746855,21 6.727568,22 -1.645665,23 9.129818,24 6.177111,25 -0.595726,26 -7.037851,27 0.28413,28 -2.866909,29 -0.602833,30 -0.500608,31 0.735952,32 -2.658888,33 0.171434,34 2.481783,35 4.125493,36 0.802797,37 2.155433,38 -1.589891,39 0.141389,40 -0.762048,41 -1.346037,42 3.128359,43 3.392134,44 4.833687,45 -2.60817,46 -0.285234,47 -2.632551,48 -1.839252,49 -1.402987,50 0.383209,51 1.679797,52 0.08861,53 -0.163318,54 0.982631,55 -0.076228,56 0.005934,57 -0.903138,58 -0.468132,59 0.704674,60 -0.967123,61 -0.56893,62 -0.229197,63 -1.511307,64 -0.44054,65 -1.791848,66 0.788683,67 -0.103438,68 0.167241,69 -1.116349,70 -0.011696,71 -0.743015,72 0.222988,73 pedagogy}
{0 0.495063,1 0.471977,2 -0.691302,3 -0.607488,4 0.019851,5 0.471356,6 -0.110456,7 0.426924,8 1.122235,9 -0.570218,10 0.373496,11 0.89145,12 0.248636,13 -0.220592,14 -0.356576,15 -1.691747,16 0.901279,17 0.592989,18 -0.037377,19 0.154232,20 -0.924347,21 -1.588536,22 0.292981,23 0.257269,24 1.19437,25 -0.12186,26 1.243118,27 -0.728984,28 -3.091255,29 -3.189984,30 0.331277,31 -0.32064,32 -0.588065,33 -1.260926,34 1.376619,35 -2.713299,36 2.273721,37 -0.781231,38 -0.868277,39 0.790598,40 -1.895077,41 2.208196,42 0.499951,43 -3.235928,44 0.328623,45 -1.855315,46 -0.974863,47 -1.918612,48 -0.104482,49 0.403504,50 -0.814688,51 0.68413,52 0.88554,53 -2.436618,54 -2.787511,55 -4.169139,56 0.971694,57 0.271737,58 1.887982,59 -3.049736,60 -5.540959,61 -1.105332,62 1.643331,63 -1.426239,64 -5.161705,65 1.375805,66 -3.686254,67 -2.615655,68 -4.346493,69 1.129763,70 -3.632636,71 -0.936556,72 0.337232,73 pedagogy}
{0 0.518211,1 -0.273882,2 -0.978629,3 -0.750132,4 -0.069593,5 0.671565,6 -0.110174,7 0.865335,8 1.744847,9 -1.262713,10 0.939032,11 2.151932,12 -0.212558,13 -0.01474,14 -2.06701,15 -3.42733,16 1.253412,17 0.776692,18 0.625756,19 0.989914,20 -1.893816,21 -2.808844,22 1.151061,23 -1.090444,24 1.629787,25 0.188832,26 0.797499,27 0.16542,28 -3.725588,29 -5.107902,30 0.794627,31 -0.206759,32 -1.254546,33 -0.706662,34 -0.855983,35 -1.048725,36 3.239376,37 -2.376425,38 -1.542688,39 1.337393,40 -1.831325,41 2.703183,42 0.726358,43 -2.699959,44 0.135171,45 -3.512069,46 -0.872951,47 -1.062107,48 -0.488216,49 0.056686,50 0.538942,51 0.69236,52 2.541155,53 -0.375005,54 0.98394,55 1.646942,56 -0.858911,57 -0.221549,58 0.034689,59 2.686921,60 2.880167,61 0.309397,62 -0.626083,63 0.796979,64 3.460128,65 -0.251895,66 2.787831,67 1.752587,68 2.415668,69 -1.114139,70 1.695083,71 0.320318,72 -0.001994,73 pedagogy}
{0 0.711548,1 0.688625,2 -0.290712,3 1.136547,4 0.891043,5 0.283799,6 -0.078311,7 0.499225,8 0.99723,9 0.816795,10 0.548805,11 1.75451,12 0.864329,13 0.620958,14 0.795557,15 -1.512319,16 1.767066,17 -1.265811,18 4.539861,19 -0.055073,20 1.119753,21 2.542971,22 -1.912152,23 0.690775,24 0.316689,25 0.469315,26 3.456474,27 0.989235,28 3.419523,29 0.688531,30 2.616396,31 0.574151,32 1.623067,33 1.210248,34 -3.297414,35 0.594226,36 -0.822871,37 -2.173669,38 0.695901,39 0.29991,40 0.611833,41 1.456602,42 0.146449,43 -2.147673,44 -0.523621,45 -2.563135,46 2.173209,47 2.735853,48 -3.012212,49 -4.491936,50 -5.177832,51 1.103482,52 -4.175432,53 -0.313131,54 -3.469159,55 -0.477029,56 -0.265928,57 -5.493733,58 -2.884111,59 4.238114,60 -3.689559,61 0.750083,62 2.876077,63 1.729797,64 -0.182408,65 -2.499113,66 0.136308,67 0.855617,68 0.572275,69 -0.10539,70 0.881128,71 0.973566,72 -0.233131,73 pedagogy}
{0 0.523368,1 0.539908,2 -0.58918,3 -0.456444,4 -0.080348,5 0.19909,6 -0.056367,7 0.492484,8 0.584285,9 -0.11502,10 0.104205,11 -0.131502,12 -0.471404,13 -0.537051,14 2.069557,15 -0.756369,16 -0.343604,17 -1.530382,18 0.494427,19 -1.639368,20 0.534787,21 -0.23455,22 0.343653,23 -0.815561,24 -0.70648,25 0.910727,26 -1.172217,27 -1.51458,28 0.099728,29 -0.891735,30 -0.82865,31 -1.629476,32 0.823409,33 -0.065779,34 0.910248,35 -1.301332,36 -0.746081,37 -0.639672,38 0.672651,39 -1.14323,40 -0.691892,41 3.121114,42 -0.330296,43 3.931248,44 -5.098303,45 -1.505026,46 2.305876,47 -2.318886,48 -1.659624,49 -3.228289,50 0.279777,51 0.235343,52 -2.296396,53 -2.133798,54 4.766518,55 -1.759258,56 -3.814805,57 0.49241,58 0.225409,59 -0.2699,60 2.040465,61 -9.716451,62 1.614886,63 1.860561,64 0.968901,65 -0.640436,66 -2.908476,67 0.775925,68 0.52629,69 0.710253,70 -0.063957,71 -0.641285,72 0.01529,73 pedagogy}
{0 0.70184,1 0.905843,2 -1.394295,3 0.931746,4 -1.744343,5 0.321238,6 -0.484112,7 0.807283,8 1.049453,9 1.792797,10 0.109787,11 1.235382,12 1.369406,13 0.228456,14 4.133587,15 -3.927097,16 3.139297,17 -5.530353,18 1.55074,19 -3.122924,20 0.09681,21 4.199264,22 -3.36636,23 -3.908541,24 -1.18496,25 -1.777205,26 9.232475,27 5.787379,28 3.359995,29 0.230308,30 0.081709,31 0.985292,32 -2.318,33 3.143667,34 -1.786108,35 3.423768,36 -0.048589,37 2.164589,38 -1.964105,39 0.054113,40 -0.541413,41 -1.997267,42 -0.704366,43 0.772183,44 2.051678,45 1.08957,46 -2.749427,47 -4.667345,48 1.378411,49 3.205427,50 1.446317,51 0.662785,52 2.185391,53 -2.514271,54 0.005,55 -1.078636,56 -0.646149,57 0.757017,58 0.968203,59 -0.485482,60 -0.117273,61 -2.68809,62 0.396725,63 -0.019211,64 -1.117001,65 0.511991,66 2.757006,67 0.533179,68 -0.166268,69 -0.350588,70 0.868551,71 1.215305,72 0.09508,73 pedagogy}
{0 0.501631,1 0.637528,2 -0.688592,3 -0.841683,4 0.166395,5 0.572776,6 -0.568573,7 1.101767,8 -0.176707,9 0.729411,10 -1.045579,11 -0.337235,12 2.164439,13 0.867356,14 0.271682,15 -0.820783,16 2.058303,17 -1.164637,18 -0.374044,19 0.572146,20 0.767258,21 0.401464,22 -0.661643,23 -2.389501,24 0.370502,25 0.405651,26 3.069714,27 1.066346,28 0.028183,29 -1.40258,30 2.080212,31 -0.775201,32 -0.058657,33 0.765946,34 -1.687747,35 0.124457,36 0.400457,37 -1.883551,38 -0.975348,39 1.373227,40 -0.066974,41 1.903192,42 5.531858,43 0.869721,44 3.18287,45 -4.047934,46 1.201567,47 1.948351,48 -0.750808,49 -1.671513,50 2.479933,51 -2.19631,52 2.43907,53 2.176819,54 3.660596,55 6.016854,56 0.082945,57 0.815673,58 0.601792,59 -0.225576,60 0.688855,61 1.213084,62 -0.429807,63 2.662686,64 3.392294,65 1.680163,66 -1.76622,67 -1.966484,68 -3.386902,69 0.972397,70 -3.052523,71 -0.69314,72 -0.223759,73 pedagogy}
{0 0.526439,1 0.457062,2 -0.634212,3 -0.245131,4 -0.458006,5 0.104299,6 -0.225659,7 -0.437457,8 0.632775,9 -0.486093,10 -1.068383,11 -0.240988,12 -0.089733,13 -1.787116,14 0.319281,15 0.9999,16 0.343241,17 0.384667,18 -0.378386,19 0.645835,20 -0.629176,21 0.593381,22 0.741574,23 0.925488,24 -1.647692,25 -1.762116,26 0.211039,27 -1.371706,28 0.405579,29 0.798304,30 0.744434,31 -1.751989,32 -2.296223,33 -2.763207,34 -2.705946,35 -1.708864,36 -1.523511,37 1.940246,38 -0.808321,39 -0.196479,40 -1.279994,41 -0.047881,42 -1.759725,43 -0.297763,44 1.703586,45 0.697343,46 2.780157,47 -1.059174,48 0.390189,49 -1.329443,50 0.52548,51 -0.076248,52 0.833816,53 0.63583,54 -1.568249,55 0.977292,56 0.688777,57 0.89489,58 0.861724,59 1.920398,60 0.72693,61 -1.196053,62 0.505684,63 2.479027,64 -1.742971,65 1.604752,66 -0.862008,67 -9.74349,68 4.852844,69 -5.250568,70 1.471135,71 0.864444,72 -0.481547,73 pedagogy}
{0 -0.190475,1 0.772476,2 -0.782352,3 -1.250645,4 0.37633,5 0.7008,6 -0.744488,7 1.104623,8 0.003091,9 -1.941658,10 -7.69784,11 -6.146924,12 3.895316,13 3.110749,14 -3.055247,15 -0.832869,16 -1.078068,17 -0.139133,18 1.829994,19 -1.130825,20 0.626011,21 0.04126,22 -0.206502,23 0.866383,24 -1.183837,25 -0.524479,26 -0.750172,27 1.61843,28 0.112506,29 0.058336,30 -3.363995,31 1.859193,32 -0.010729,33 -0.351779,34 -0.766579,35 0.543843,36 0.876727,37 -1.480399,38 1.042871,39 -4.377853,40 -0.188428,41 3.595094,42 -0.088047,43 2.181756,44 1.382225,45 -1.7177,46 -3.022965,47 1.329297,48 1.402987,49 1.996728,50 -3.846878,51 -1.828245,52 1.703643,53 1.560425,54 -1.886162,55 1.667653,56 3.545317,57 0.47091,58 0.603562,59 -0.351692,60 0.019229,61 -3.620797,62 -0.909792,63 0.063214,64 0.078027,65 -4.171318,66 -1.555748,67 0.11066,68 0.027193,69 -1.551655,70 -0.923921,71 0.281938,72 0.251422,73 pedagogy}
{0 0.209788,1 0.47343,2 1.015796,3 1.039095,4 -1.512087,5 -0.204172,6 -1.972643,7 0.596809,8 -0.07488,9 -0.839475,10 1.011632,11 1.350087,12 2.46947,13 -0.908215,14 0.816548,15 -2.110019,16 -0.666246,17 2.389011,18 -4.275073,19 0.24525,20 1.271843,21 -5.064354,22 8.154123,23 4.318165,24 1.714273,25 3.033906,26 -0.969394,27 5.090603,28 6.745159,29 3.074981,30 -1.192256,31 -0.792001,32 -0.998711,33 2.735676,34 -1.085657,35 2.209677,36 -0.297598,37 1.940462,38 3.126958,39 4.495374,40 -5.27129,41 0.918314,42 0.791769,43 -1.995785,44 -1.901618,45 -2.768401,46 -0.608569,47 -2.323828,48 2.297878,49 2.573494,50 -0.612421,51 -1.299162,52 -2.423443,53 0.248369,54 1.847093,55 0.338153,56 1.975808,57 -1.007469,58 -1.391494,59 -0.213262,60 -0.564527,61 -0.281965,62 -0.566424,63 0.984416,64 -0.194857,65 -0.732962,66 0.73044,67 -0.504978,68 -0.672298,69 -1.222332,70 -0.264402,71 -2.457881,72 -0.329947,73 pedagogy}
{0 1.058275,1 -3.567462,2 -1.189205,3 -3.978283,4 0.177699,5 -24.624361,6 10.967384,7 -1.220781,8 -1.837223,9 0.770334,10 -0.44783,11 -0.345779,12 0.700379,13 -0.449285,14 0.043459,15 -0.491456,16 0.182986,17 1.532344,18 0.474326,19 -0.752855,20 2.256637,21 0.780692,22 0.256065,23 0.398443,24 0.818295,25 0.335569,26 -0.152362,27 0.70874,28 -0.284381,29 -1.289171,30 0.061995,31 0.743451,32 -0.355161,33 0.398083,34 -0.697781,35 0.073937,36 0.420344,37 0.078049,38 -0.142793,39 -0.246188,40 -0.739809,41 -0.36798,42 -0.055387,43 0.246282,44 0.112674,45 0.133665,46 0.0405,47 -0.01555,48 0.114308,49 -0.370818,50 0.220489,51 -0.251386,52 -0.01332,53 -0.187106,54 0.087499,55 0.040039,56 0.030224,57 -0.010272,58 -0.150566,59 -0.033974,60 0.068097,61 0.069417,62 -0.020057,63 -0.130216,64 -0.125059,65 -0.031598,66 0.004534,67 0.003693,68 0.041149,69 0.032215,70 0.019681,71 -0.114256,72 -0.019162,73 tools}
{0 -0.640094,1 0.615837,2 -0.745348,3 -0.895178,4 0.218058,5 0.531792,6 -0.317204,7 0.649902,8 1.137778,9 -1.008452,10 -4.36338,11 -3.487482,12 2.830233,13 2.279481,14 -1.026313,15 0.746703,16 0.515124,17 -0.962833,18 0.426491,19 -0.105892,20 0.511554,21 -0.12263,22 0.725669,23 -0.77569,24 0.463788,25 0.049771,26 -0.403281,27 0.08383,28 -0.309465,29 -1.002359,30 3.185114,31 -0.112427,32 1.698796,33 0.334267,34 1.614265,35 1.024514,36 0.12121,37 -0.659879,38 -1.766591,39 4.007332,40 0.299389,41 -6.098017,42 5.154739,43 -1.540868,44 -6.483011,45 1.887328,46 4.337285,47 -1.16937,48 -1.358953,49 -1.54221,50 7.084956,51 0.325713,52 0.221975,53 -1.022957,54 -4.468781,55 2.209444,56 4.620222,57 -0.414723,58 0.406566,59 -0.005374,60 -0.432524,61 -2.073962,62 -0.140518,63 -0.556011,64 -0.897594,65 -1.638995,66 -0.155972,67 1.267919,68 0.796877,69 -0.420764,70 -0.084369,71 0.387776,72 0.280003,73 tools}
{0 0.281139,1 0.157852,2 -0.51634,3 0.356351,4 1.232794,5 0.385487,6 0.386983,7 0.186262,8 0.623956,9 -0.30216,10 -0.014952,11 0.733771,12 0.234577,13 -0.174963,14 -0.262865,15 -0.579318,16 0.388212,17 0.192484,18 -0.761589,19 -0.502199,20 -1.934185,21 -0.287474,22 -0.141795,23 -0.067244,24 -0.06994,25 0.131896,26 -0.186408,27 -0.073533,28 -0.095469,29 -0.247071,30 -0.337594,31 -0.031062,32 -0.096571,33 -0.646322,34 0.063436,35 -0.226444,36 -0.120633,37 -0.717934,38 0.067525,39 -0.033388,40 0.462557,41 0.438436,42 0.781061,43 0.022637,44 -0.278022,45 0.705728,46 0.099862,47 0.071611,48 0.052731,49 0.276483,50 -0.034126,51 0.398433,52 -0.015854,53 -0.184404,54 -1.772386,55 1.680744,56 -3.211262,57 -0.396764,58 -3.689777,59 -4.466204,60 3.742239,61 0.704045,62 -1.200719,63 2.320659,64 -4.187707,65 -5.502208,66 3.926581,67 -3.576137,68 2.298076,69 7.006894,70 -2.213747,71 -0.577341,72 -2.566608,73 tools}
{0 0.665021,1 0.663588,2 -0.387484,3 -1.320117,4 0.277456,5 -0.493269,6 -0.2481,7 -2.125928,8 0.031714,9 -0.668975,10 -1.453777,11 -0.77425,12 -1.525451,13 -2.231577,14 2.822523,15 1.577735,16 3.175325,17 3.017188,18 -0.421141,19 4.694702,20 -1.697924,21 2.590308,22 2.73084,23 0.559299,24 -3.61366,25 -3.622306,26 0.738008,27 -0.181789,28 -1.452809,29 -0.00741,30 -1.955544,31 -0.232902,32 0.232367,33 4.889884,34 2.460137,35 -1.17275,36 -2.394464,37 0.810123,38 1.932034,39 1.693712,40 5.91314,41 -0.737385,42 -0.899241,43 -0.63191,44 -2.347277,45 -5.127151,46 -8.221369,47 2.476897,48 -5.931315,49 1.751057,50 2.499229,51 2.159558,52 -2.714053,53 -1.301493,54 0.230022,55 0.633725,56 0.833159,57 0.755671,58 0.672301,59 -0.063588,60 0.395739,61 0.032061,62 -0.371094,63 0.562053,64 -0.156533,65 -0.351864,66 0.061518,67 -1.289452,68 0.122986,69 -1.029424,70 0.155563,71 0.26146,72 0.155727,73 tools}
